---TranskribusBaseLineEvaluationScheme--- 

Evaluation performed on 2019.09.30 at 08:58:38 
Evaluation performed for GT evaluation_output\gt_pages_simple.lst
Evaluation performed for HYPO evaluation_output\generated_pages_simple.lst
Number of pages: 1010

Loading protocol: 
   Everything loaded without errors.

1010 out of 1010 GT-HYPO pairs loaded without errors and used for evaluation.

Number of groundtruth lines: 88647
Number of hypothesis lines: 60505

Pagewise evaluation :
#P value, #R value, #F_1 value, #TruthFileName, #HypoFileName
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\HUB_00000798.xml, ../../demo/baseline_extraction_output\HUB_00000798.xml
    0.8315,     0.8951,     0.8621, ../../data/cbad-masks/complex/test/gt\HUB_006a.xml, ../../demo/baseline_extraction_output\HUB_006a.xml
    0.8979,     0.9705,     0.9328, ../../data/cbad-masks/complex/test/gt\HUB_020a.xml, ../../demo/baseline_extraction_output\HUB_020a.xml
    0.5559,     0.9710,     0.7070, ../../data/cbad-masks/complex/test/gt\HUB_0267.xml, ../../demo/baseline_extraction_output\HUB_0267.xml
    0.5036,     0.9645,     0.6617, ../../data/cbad-masks/complex/test/gt\HUB_0337.xml, ../../demo/baseline_extraction_output\HUB_0337.xml
    0.4949,     0.9581,     0.6527, ../../data/cbad-masks/complex/test/gt\HUB_0477.xml, ../../demo/baseline_extraction_output\HUB_0477.xml
    0.5530,     0.9976,     0.7115, ../../data/cbad-masks/complex/test/gt\HUB_0505.xml, ../../demo/baseline_extraction_output\HUB_0505.xml
    0.4746,     0.9608,     0.6354, ../../data/cbad-masks/complex/test/gt\HUB_0589.xml, ../../demo/baseline_extraction_output\HUB_0589.xml
    0.9953,     0.9973,     0.9963, ../../data/cbad-masks/complex/test/gt\HUB_069a.xml, ../../demo/baseline_extraction_output\HUB_069a.xml
    0.9578,     0.9585,     0.9581, ../../data/cbad-masks/complex/test/gt\HUB_083a.xml, ../../demo/baseline_extraction_output\HUB_083a.xml
    0.7807,     0.9718,     0.8658, ../../data/cbad-masks/complex/test/gt\HUB_097a.xml, ../../demo/baseline_extraction_output\HUB_097a.xml
    0.9487,     0.9957,     0.9716, ../../data/cbad-masks/complex/test/gt\HUB_104a.xml, ../../demo/baseline_extraction_output\HUB_104a.xml
    0.7790,     0.9617,     0.8607, ../../data/cbad-masks/complex/test/gt\HUB_118a.xml, ../../demo/baseline_extraction_output\HUB_118a.xml
    0.8333,     0.9930,     0.9062, ../../data/cbad-masks/complex/test/gt\HUB_132a.xml, ../../demo/baseline_extraction_output\HUB_132a.xml
    0.8198,     0.9929,     0.8981, ../../data/cbad-masks/complex/test/gt\HUB_139a.xml, ../../demo/baseline_extraction_output\HUB_139a.xml
    0.9382,     0.9985,     0.9674, ../../data/cbad-masks/complex/test/gt\HUB_146a.xml, ../../demo/baseline_extraction_output\HUB_146a.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\HUB_hufeland_sengoer_1827_0001.xml, ../../demo/baseline_extraction_output\HUB_hufeland_sengoer_1827_0001.xml
    0.6948,     0.9998,     0.8198, ../../data/cbad-masks/complex/test/gt\HUB_hufeland_sengoer_1827_0057.xml, ../../demo/baseline_extraction_output\HUB_hufeland_sengoer_1827_0057.xml
    0.7340,     0.9342,     0.8221, ../../data/cbad-masks/complex/test/gt\HUB_hufeland_sengoer_1827_0141.xml, ../../demo/baseline_extraction_output\HUB_hufeland_sengoer_1827_0141.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\HUB_hufeland_sengoer_1827_0169.xml, ../../demo/baseline_extraction_output\HUB_hufeland_sengoer_1827_0169.xml
    0.9930,     0.0641,     0.1205, ../../data/cbad-masks/complex/test/gt\NAF_0005-1.xml, ../../demo/baseline_extraction_output\NAF_0005-1.xml
    0.7612,     0.1992,     0.3158, ../../data/cbad-masks/complex/test/gt\NAF_0005.xml, ../../demo/baseline_extraction_output\NAF_0005.xml
    0.7995,     0.4476,     0.5739, ../../data/cbad-masks/complex/test/gt\NAF_0009-1.xml, ../../demo/baseline_extraction_output\NAF_0009-1.xml
    0.9119,     0.0682,     0.1270, ../../data/cbad-masks/complex/test/gt\NAF_0013-1.xml, ../../demo/baseline_extraction_output\NAF_0013-1.xml
    1.0000,     0.4893,     0.6571, ../../data/cbad-masks/complex/test/gt\NAF_0013.xml, ../../demo/baseline_extraction_output\NAF_0013.xml
    0.7905,     0.4758,     0.5940, ../../data/cbad-masks/complex/test/gt\NAF_0017-1.xml, ../../demo/baseline_extraction_output\NAF_0017-1.xml
    0.9294,     0.1301,     0.2283, ../../data/cbad-masks/complex/test/gt\NAF_0021-1.xml, ../../demo/baseline_extraction_output\NAF_0021-1.xml
    0.8741,     0.3406,     0.4902, ../../data/cbad-masks/complex/test/gt\NAF_0021.xml, ../../demo/baseline_extraction_output\NAF_0021.xml
    0.7610,     0.3874,     0.5134, ../../data/cbad-masks/complex/test/gt\NAF_0025-1.xml, ../../demo/baseline_extraction_output\NAF_0025-1.xml
    0.8001,     0.3359,     0.4731, ../../data/cbad-masks/complex/test/gt\NAF_0029.xml, ../../demo/baseline_extraction_output\NAF_0029.xml
    0.7501,     0.4509,     0.5633, ../../data/cbad-masks/complex/test/gt\NAF_0033-1.xml, ../../demo/baseline_extraction_output\NAF_0033-1.xml
    0.8465,     0.2907,     0.4328, ../../data/cbad-masks/complex/test/gt\NAF_0037.xml, ../../demo/baseline_extraction_output\NAF_0037.xml
    0.7941,     0.2706,     0.4037, ../../data/cbad-masks/complex/test/gt\NAF_0045.xml, ../../demo/baseline_extraction_output\NAF_0045.xml
    0.6870,     0.9188,     0.7862, ../../data/cbad-masks/complex/test/gt\NAF_0049.xml, ../../demo/baseline_extraction_output\NAF_0049.xml
    0.8266,     0.7667,     0.7955, ../../data/cbad-masks/complex/test/gt\NAF_0050.xml, ../../demo/baseline_extraction_output\NAF_0050.xml
    0.8354,     0.3363,     0.4796, ../../data/cbad-masks/complex/test/gt\NAF_0053.xml, ../../demo/baseline_extraction_output\NAF_0053.xml
    0.5578,     0.9363,     0.6991, ../../data/cbad-masks/complex/test/gt\NAF_0057.xml, ../../demo/baseline_extraction_output\NAF_0057.xml
    0.8162,     0.7707,     0.7928, ../../data/cbad-masks/complex/test/gt\NAF_0058.xml, ../../demo/baseline_extraction_output\NAF_0058.xml
    0.6817,     0.9408,     0.7906, ../../data/cbad-masks/complex/test/gt\NAF_0065.xml, ../../demo/baseline_extraction_output\NAF_0065.xml
    0.7933,     0.7824,     0.7878, ../../data/cbad-masks/complex/test/gt\NAF_0066.xml, ../../demo/baseline_extraction_output\NAF_0066.xml
    0.8756,     0.2976,     0.4442, ../../data/cbad-masks/complex/test/gt\NAF_0069.xml, ../../demo/baseline_extraction_output\NAF_0069.xml
    0.8942,     0.2835,     0.4305, ../../data/cbad-masks/complex/test/gt\NAF_0077.xml, ../../demo/baseline_extraction_output\NAF_0077.xml
    0.8599,     0.5754,     0.6894, ../../data/cbad-masks/complex/test/gt\NAF_0082.xml, ../../demo/baseline_extraction_output\NAF_0082.xml
    0.9029,     0.3092,     0.4607, ../../data/cbad-masks/complex/test/gt\NAF_0085.xml, ../../demo/baseline_extraction_output\NAF_0085.xml
    0.7777,     0.2766,     0.4081, ../../data/cbad-masks/complex/test/gt\NAF_0093.xml, ../../demo/baseline_extraction_output\NAF_0093.xml
    0.8950,     0.7204,     0.7983, ../../data/cbad-masks/complex/test/gt\NAF_0098.xml, ../../demo/baseline_extraction_output\NAF_0098.xml
    0.8361,     0.3240,     0.4670, ../../data/cbad-masks/complex/test/gt\NAF_0101.xml, ../../demo/baseline_extraction_output\NAF_0101.xml
    0.8943,     0.3711,     0.5246, ../../data/cbad-masks/complex/test/gt\NAF_0109.xml, ../../demo/baseline_extraction_output\NAF_0109.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\NAF_0113.xml, ../../demo/baseline_extraction_output\NAF_0113.xml
    0.7443,     0.7749,     0.7593, ../../data/cbad-masks/complex/test/gt\NAF_0114.xml, ../../demo/baseline_extraction_output\NAF_0114.xml
    0.8888,     0.9658,     0.9257, ../../data/cbad-masks/complex/test/gt\NAF_0121.xml, ../../demo/baseline_extraction_output\NAF_0121.xml
    1.0000,     0.9841,     0.9920, ../../data/cbad-masks/complex/test/gt\NAF_0122.xml, ../../demo/baseline_extraction_output\NAF_0122.xml
    0.9425,     0.0969,     0.1758, ../../data/cbad-masks/complex/test/gt\NAF_0125-1.xml, ../../demo/baseline_extraction_output\NAF_0125-1.xml
    0.8064,     0.6663,     0.7297, ../../data/cbad-masks/complex/test/gt\NAF_0130.xml, ../../demo/baseline_extraction_output\NAF_0130.xml
    0.8819,     0.3439,     0.4948, ../../data/cbad-masks/complex/test/gt\NAF_0133.xml, ../../demo/baseline_extraction_output\NAF_0133.xml
    0.9005,     0.9777,     0.9375, ../../data/cbad-masks/complex/test/gt\NAF_0137.xml, ../../demo/baseline_extraction_output\NAF_0137.xml
    0.8340,     0.3572,     0.5002, ../../data/cbad-masks/complex/test/gt\NAF_0141.xml, ../../demo/baseline_extraction_output\NAF_0141.xml
    0.7594,     0.8155,     0.7864, ../../data/cbad-masks/complex/test/gt\NAF_0146.xml, ../../demo/baseline_extraction_output\NAF_0146.xml
    0.7750,     0.2884,     0.4203, ../../data/cbad-masks/complex/test/gt\NAF_0149.xml, ../../demo/baseline_extraction_output\NAF_0149.xml
    0.9376,     0.1740,     0.2935, ../../data/cbad-masks/complex/test/gt\NAF_0165-1.xml, ../../demo/baseline_extraction_output\NAF_0165-1.xml
    0.7200,     0.2872,     0.4107, ../../data/cbad-masks/complex/test/gt\NAF_0165.xml, ../../demo/baseline_extraction_output\NAF_0165.xml
    0.0000,     0.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\NAF_0170.xml, ../../demo/baseline_extraction_output\NAF_0170.xml
    0.2857,     0.4993,     0.3634, ../../data/cbad-masks/complex/test/gt\NAF_0178.xml, ../../demo/baseline_extraction_output\NAF_0178.xml
    0.7053,     0.3110,     0.4317, ../../data/cbad-masks/complex/test/gt\NAF_0181.xml, ../../demo/baseline_extraction_output\NAF_0181.xml
    0.7679,     0.7529,     0.7603, ../../data/cbad-masks/complex/test/gt\NAF_0186.xml, ../../demo/baseline_extraction_output\NAF_0186.xml
    0.9418,     0.9619,     0.9518, ../../data/cbad-masks/complex/test/gt\NAF_0193.xml, ../../demo/baseline_extraction_output\NAF_0193.xml
    0.7057,     0.7568,     0.7303, ../../data/cbad-masks/complex/test/gt\NAF_0194.xml, ../../demo/baseline_extraction_output\NAF_0194.xml
    0.7977,     0.2914,     0.4268, ../../data/cbad-masks/complex/test/gt\NAF_0197.xml, ../../demo/baseline_extraction_output\NAF_0197.xml
    0.8479,     0.4126,     0.5551, ../../data/cbad-masks/complex/test/gt\NAF_0205.xml, ../../demo/baseline_extraction_output\NAF_0205.xml
    0.7800,     0.7737,     0.7769, ../../data/cbad-masks/complex/test/gt\NAF_0210.xml, ../../demo/baseline_extraction_output\NAF_0210.xml
    0.9053,     0.3081,     0.4598, ../../data/cbad-masks/complex/test/gt\NAF_0213.xml, ../../demo/baseline_extraction_output\NAF_0213.xml
    0.9218,     0.2677,     0.4150, ../../data/cbad-masks/complex/test/gt\NAF_0221.xml, ../../demo/baseline_extraction_output\NAF_0221.xml
    0.8075,     0.8757,     0.8402, ../../data/cbad-masks/complex/test/gt\NAF_0225.xml, ../../demo/baseline_extraction_output\NAF_0225.xml
    0.8687,     0.8882,     0.8783, ../../data/cbad-masks/complex/test/gt\NAF_0226.xml, ../../demo/baseline_extraction_output\NAF_0226.xml
    0.6422,     0.9824,     0.7767, ../../data/cbad-masks/complex/test/gt\NAF_0233.xml, ../../demo/baseline_extraction_output\NAF_0233.xml
    0.8636,     0.8806,     0.8720, ../../data/cbad-masks/complex/test/gt\NAF_0234.xml, ../../demo/baseline_extraction_output\NAF_0234.xml
    0.8410,     0.3316,     0.4757, ../../data/cbad-masks/complex/test/gt\NAF_0237.xml, ../../demo/baseline_extraction_output\NAF_0237.xml
    0.9035,     0.7215,     0.8023, ../../data/cbad-masks/complex/test/gt\NAF_0242.xml, ../../demo/baseline_extraction_output\NAF_0242.xml
    0.9007,     0.3003,     0.4504, ../../data/cbad-masks/complex/test/gt\NAF_0245.xml, ../../demo/baseline_extraction_output\NAF_0245.xml
    0.8348,     0.9678,     0.8964, ../../data/cbad-masks/complex/test/gt\NAF_0249.xml, ../../demo/baseline_extraction_output\NAF_0249.xml
    0.8932,     0.2914,     0.4394, ../../data/cbad-masks/complex/test/gt\NAF_0253.xml, ../../demo/baseline_extraction_output\NAF_0253.xml
    0.7754,     0.7737,     0.7746, ../../data/cbad-masks/complex/test/gt\NAF_0258.xml, ../../demo/baseline_extraction_output\NAF_0258.xml
    0.7870,     0.3089,     0.4437, ../../data/cbad-masks/complex/test/gt\NAF_0261.xml, ../../demo/baseline_extraction_output\NAF_0261.xml
    0.8232,     0.3425,     0.4838, ../../data/cbad-masks/complex/test/gt\NAF_0269.xml, ../../demo/baseline_extraction_output\NAF_0269.xml
    0.6531,     0.6686,     0.6608, ../../data/cbad-masks/complex/test/gt\NAF_0274.xml, ../../demo/baseline_extraction_output\NAF_0274.xml
    0.8558,     0.2880,     0.4310, ../../data/cbad-masks/complex/test/gt\NAF_0277.xml, ../../demo/baseline_extraction_output\NAF_0277.xml
    0.8490,     0.3190,     0.4638, ../../data/cbad-masks/complex/test/gt\NAF_0285.xml, ../../demo/baseline_extraction_output\NAF_0285.xml
    0.9997,     0.9650,     0.9820, ../../data/cbad-masks/complex/test/gt\NAF_0289.xml, ../../demo/baseline_extraction_output\NAF_0289.xml
    0.8205,     0.6680,     0.7365, ../../data/cbad-masks/complex/test/gt\NAF_0290.xml, ../../demo/baseline_extraction_output\NAF_0290.xml
    0.8199,     0.9754,     0.8909, ../../data/cbad-masks/complex/test/gt\NAF_0297.xml, ../../demo/baseline_extraction_output\NAF_0297.xml
    0.9052,     0.2829,     0.4310, ../../data/cbad-masks/complex/test/gt\NAF_0301.xml, ../../demo/baseline_extraction_output\NAF_0301.xml
    0.8403,     0.6078,     0.7054, ../../data/cbad-masks/complex/test/gt\NAF_0306.xml, ../../demo/baseline_extraction_output\NAF_0306.xml
    0.7737,     0.9705,     0.8610, ../../data/cbad-masks/complex/test/gt\NAF_0313.xml, ../../demo/baseline_extraction_output\NAF_0313.xml
    0.8746,     0.6407,     0.7396, ../../data/cbad-masks/complex/test/gt\NAF_0314.xml, ../../demo/baseline_extraction_output\NAF_0314.xml
    0.8763,     0.3166,     0.4652, ../../data/cbad-masks/complex/test/gt\NAF_0317.xml, ../../demo/baseline_extraction_output\NAF_0317.xml
    0.5000,     0.4542,     0.4760, ../../data/cbad-masks/complex/test/gt\NAF_0322.xml, ../../demo/baseline_extraction_output\NAF_0322.xml
    0.8695,     0.3789,     0.5278, ../../data/cbad-masks/complex/test/gt\NAF_0325.xml, ../../demo/baseline_extraction_output\NAF_0325.xml
    0.9413,     0.9785,     0.9595, ../../data/cbad-masks/complex/test/gt\NAF_0329.xml, ../../demo/baseline_extraction_output\NAF_0329.xml
    0.8452,     0.4382,     0.5771, ../../data/cbad-masks/complex/test/gt\NAF_0333.xml, ../../demo/baseline_extraction_output\NAF_0333.xml
    0.8942,     0.7374,     0.8083, ../../data/cbad-masks/complex/test/gt\NAF_0338.xml, ../../demo/baseline_extraction_output\NAF_0338.xml
    0.9150,     0.3401,     0.4959, ../../data/cbad-masks/complex/test/gt\NAF_0341.xml, ../../demo/baseline_extraction_output\NAF_0341.xml
    0.8804,     0.3445,     0.4952, ../../data/cbad-masks/complex/test/gt\NAF_0349.xml, ../../demo/baseline_extraction_output\NAF_0349.xml
    0.8975,     0.7243,     0.8016, ../../data/cbad-masks/complex/test/gt\NAF_0354.xml, ../../demo/baseline_extraction_output\NAF_0354.xml
    0.8894,     0.3644,     0.5170, ../../data/cbad-masks/complex/test/gt\NAF_0357.xml, ../../demo/baseline_extraction_output\NAF_0357.xml
    0.9118,     0.3144,     0.4676, ../../data/cbad-masks/complex/test/gt\NAF_0365.xml, ../../demo/baseline_extraction_output\NAF_0365.xml
    0.8784,     0.7478,     0.8078, ../../data/cbad-masks/complex/test/gt\NAF_0370.xml, ../../demo/baseline_extraction_output\NAF_0370.xml
    0.8235,     0.2785,     0.4162, ../../data/cbad-masks/complex/test/gt\NAF_0373.xml, ../../demo/baseline_extraction_output\NAF_0373.xml
    0.8109,     0.6317,     0.7102, ../../data/cbad-masks/complex/test/gt\NAF_0386.xml, ../../demo/baseline_extraction_output\NAF_0386.xml
    0.8488,     0.7828,     0.8145, ../../data/cbad-masks/complex/test/gt\NAF_0394.xml, ../../demo/baseline_extraction_output\NAF_0394.xml
    0.7025,     0.6433,     0.6716, ../../data/cbad-masks/complex/test/gt\NAF_0402.xml, ../../demo/baseline_extraction_output\NAF_0402.xml
    0.6579,     0.7177,     0.6865, ../../data/cbad-masks/complex/test/gt\NAF_0410.xml, ../../demo/baseline_extraction_output\NAF_0410.xml
    0.8943,     0.9931,     0.9411, ../../data/cbad-masks/complex/test/gt\NAF_0417.xml, ../../demo/baseline_extraction_output\NAF_0417.xml
    0.7049,     0.9761,     0.8186, ../../data/cbad-masks/complex/test/gt\NAF_0441.xml, ../../demo/baseline_extraction_output\NAF_0441.xml
    0.7673,     0.9960,     0.8668, ../../data/cbad-masks/complex/test/gt\NAF_0449.xml, ../../demo/baseline_extraction_output\NAF_0449.xml
    0.8733,     0.9922,     0.9289, ../../data/cbad-masks/complex/test/gt\NAF_0457.xml, ../../demo/baseline_extraction_output\NAF_0457.xml
    0.8438,     0.9913,     0.9116, ../../data/cbad-masks/complex/test/gt\NAF_0521.xml, ../../demo/baseline_extraction_output\NAF_0521.xml
    0.7489,     0.9808,     0.8493, ../../data/cbad-masks/complex/test/gt\NAF_0553.xml, ../../demo/baseline_extraction_output\NAF_0553.xml
    0.9850,     0.9923,     0.9886, ../../data/cbad-masks/complex/test/gt\NAF_0569.xml, ../../demo/baseline_extraction_output\NAF_0569.xml
    0.8337,     0.9881,     0.9044, ../../data/cbad-masks/complex/test/gt\NAF_0577.xml, ../../demo/baseline_extraction_output\NAF_0577.xml
    0.7800,     0.9657,     0.8630, ../../data/cbad-masks/complex/test/gt\NAF_0593.xml, ../../demo/baseline_extraction_output\NAF_0593.xml
    0.8678,     0.9713,     0.9167, ../../data/cbad-masks/complex/test/gt\NAF_0601.xml, ../../demo/baseline_extraction_output\NAF_0601.xml
    0.8644,     0.9632,     0.9111, ../../data/cbad-masks/complex/test/gt\NAF_0617.xml, ../../demo/baseline_extraction_output\NAF_0617.xml
    0.9287,     0.9667,     0.9473, ../../data/cbad-masks/complex/test/gt\NAF_0633.xml, ../../demo/baseline_extraction_output\NAF_0633.xml
    0.8284,     0.9933,     0.9034, ../../data/cbad-masks/complex/test/gt\NAF_0641.xml, ../../demo/baseline_extraction_output\NAF_0641.xml
    0.9850,     0.9903,     0.9876, ../../data/cbad-masks/complex/test/gt\NAF_0649.xml, ../../demo/baseline_extraction_output\NAF_0649.xml
    0.8808,     0.9930,     0.9335, ../../data/cbad-masks/complex/test/gt\NAF_0737.xml, ../../demo/baseline_extraction_output\NAF_0737.xml
    0.9306,     0.9678,     0.9488, ../../data/cbad-masks/complex/test/gt\NAF_0761.xml, ../../demo/baseline_extraction_output\NAF_0761.xml
    0.8365,     0.9088,     0.8712, ../../data/cbad-masks/complex/test/gt\NAF_0801.xml, ../../demo/baseline_extraction_output\NAF_0801.xml
    0.9600,     0.9652,     0.9626, ../../data/cbad-masks/complex/test/gt\NAF_0817.xml, ../../demo/baseline_extraction_output\NAF_0817.xml
    0.9230,     0.9818,     0.9515, ../../data/cbad-masks/complex/test/gt\NAF_0849.xml, ../../demo/baseline_extraction_output\NAF_0849.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\NAF_0881.xml, ../../demo/baseline_extraction_output\NAF_0881.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\NAF_0889.xml, ../../demo/baseline_extraction_output\NAF_0889.xml
    0.5713,     0.9623,     0.7170, ../../data/cbad-masks/complex/test/gt\NAF_0929.xml, ../../demo/baseline_extraction_output\NAF_0929.xml
    0.8488,     0.9851,     0.9119, ../../data/cbad-masks/complex/test/gt\NAF_0969.xml, ../../demo/baseline_extraction_output\NAF_0969.xml
    0.8115,     0.9126,     0.8591, ../../data/cbad-masks/complex/test/gt\StAM_00000001-17.xml, ../../demo/baseline_extraction_output\StAM_00000001-17.xml
    0.8488,     0.9559,     0.8991, ../../data/cbad-masks/complex/test/gt\StAM_00000001-19.xml, ../../demo/baseline_extraction_output\StAM_00000001-19.xml
    0.9980,     0.9703,     0.9839, ../../data/cbad-masks/complex/test/gt\StAM_00000001-20.xml, ../../demo/baseline_extraction_output\StAM_00000001-20.xml
    0.7452,     0.8876,     0.8102, ../../data/cbad-masks/complex/test/gt\StAM_00000001-9.xml, ../../demo/baseline_extraction_output\StAM_00000001-9.xml
    0.5397,     0.9200,     0.6803, ../../data/cbad-masks/complex/test/gt\StAM_00000002-14.xml, ../../demo/baseline_extraction_output\StAM_00000002-14.xml
    0.4986,     0.8242,     0.6213, ../../data/cbad-masks/complex/test/gt\StAM_00000002-4.xml, ../../demo/baseline_extraction_output\StAM_00000002-4.xml
    0.6805,     0.9915,     0.8071, ../../data/cbad-masks/complex/test/gt\StAM_00000002-9.xml, ../../demo/baseline_extraction_output\StAM_00000002-9.xml
    0.5710,     0.9687,     0.7185, ../../data/cbad-masks/complex/test/gt\StAM_00000003-4.xml, ../../demo/baseline_extraction_output\StAM_00000003-4.xml
    0.5140,     0.7800,     0.6197, ../../data/cbad-masks/complex/test/gt\StAM_00000005-2.xml, ../../demo/baseline_extraction_output\StAM_00000005-2.xml
    0.8813,     0.9558,     0.9170, ../../data/cbad-masks/complex/test/gt\StAM_00000006-2.xml, ../../demo/baseline_extraction_output\StAM_00000006-2.xml
    0.6162,     0.9659,     0.7524, ../../data/cbad-masks/complex/test/gt\StAM_00000010-1.xml, ../../demo/baseline_extraction_output\StAM_00000010-1.xml
    0.8985,     0.9451,     0.9212, ../../data/cbad-masks/complex/test/gt\StAM_00000012-4.xml, ../../demo/baseline_extraction_output\StAM_00000012-4.xml
    0.3823,     0.9226,     0.5406, ../../data/cbad-masks/complex/test/gt\StAM_00000013-1.xml, ../../demo/baseline_extraction_output\StAM_00000013-1.xml
    0.9409,     0.9556,     0.9482, ../../data/cbad-masks/complex/test/gt\StAM_00000014-4.xml, ../../demo/baseline_extraction_output\StAM_00000014-4.xml
    0.9529,     0.9476,     0.9502, ../../data/cbad-masks/complex/test/gt\StAM_00000017-2.xml, ../../demo/baseline_extraction_output\StAM_00000017-2.xml
    0.9761,     0.9958,     0.9859, ../../data/cbad-masks/complex/test/gt\StAM_00000018-4.xml, ../../demo/baseline_extraction_output\StAM_00000018-4.xml
    0.7829,     0.9726,     0.8675, ../../data/cbad-masks/complex/test/gt\StAM_00000022.xml, ../../demo/baseline_extraction_output\StAM_00000022.xml
    0.8642,     0.9940,     0.9246, ../../data/cbad-masks/complex/test/gt\StAM_00000024.xml, ../../demo/baseline_extraction_output\StAM_00000024.xml
    0.9653,     0.9747,     0.9700, ../../data/cbad-masks/complex/test/gt\StAM_00000026-1.xml, ../../demo/baseline_extraction_output\StAM_00000026-1.xml
    0.9038,     0.9911,     0.9455, ../../data/cbad-masks/complex/test/gt\StAM_00000027-4.xml, ../../demo/baseline_extraction_output\StAM_00000027-4.xml
    0.7925,     0.9977,     0.8834, ../../data/cbad-masks/complex/test/gt\StAM_00000027.xml, ../../demo/baseline_extraction_output\StAM_00000027.xml
    0.5996,     0.9467,     0.7342, ../../data/cbad-masks/complex/test/gt\StAM_00000028-2.xml, ../../demo/baseline_extraction_output\StAM_00000028-2.xml
    0.2952,     0.9989,     0.4557, ../../data/cbad-masks/complex/test/gt\StAM_00000033.xml, ../../demo/baseline_extraction_output\StAM_00000033.xml
    0.8463,     0.8401,     0.8432, ../../data/cbad-masks/complex/test/gt\StAM_00000039-1.xml, ../../demo/baseline_extraction_output\StAM_00000039-1.xml
    0.9818,     0.9808,     0.9813, ../../data/cbad-masks/complex/test/gt\StAM_00000041-2.xml, ../../demo/baseline_extraction_output\StAM_00000041-2.xml
    0.8481,     0.9745,     0.9069, ../../data/cbad-masks/complex/test/gt\StAM_00000049-1.xml, ../../demo/baseline_extraction_output\StAM_00000049-1.xml
    0.8334,     0.8947,     0.8630, ../../data/cbad-masks/complex/test/gt\StAM_00000056.xml, ../../demo/baseline_extraction_output\StAM_00000056.xml
    0.7368,     0.9327,     0.8232, ../../data/cbad-masks/complex/test/gt\StAM_00000068.xml, ../../demo/baseline_extraction_output\StAM_00000068.xml
    0.8792,     0.9267,     0.9023, ../../data/cbad-masks/complex/test/gt\StAM_00000077.xml, ../../demo/baseline_extraction_output\StAM_00000077.xml
    0.8746,     0.9758,     0.9224, ../../data/cbad-masks/complex/test/gt\StAM_00000080.xml, ../../demo/baseline_extraction_output\StAM_00000080.xml
    0.6661,     0.8909,     0.7623, ../../data/cbad-masks/complex/test/gt\StAM_00000104.xml, ../../demo/baseline_extraction_output\StAM_00000104.xml
    0.7283,     0.7647,     0.7461, ../../data/cbad-masks/complex/test/gt\StAM_00000118.xml, ../../demo/baseline_extraction_output\StAM_00000118.xml
    0.7907,     0.9898,     0.8791, ../../data/cbad-masks/complex/test/gt\StAM_00000129-1.xml, ../../demo/baseline_extraction_output\StAM_00000129-1.xml
    0.6006,     0.7313,     0.6596, ../../data/cbad-masks/complex/test/gt\StAM_00000143.xml, ../../demo/baseline_extraction_output\StAM_00000143.xml
    0.9111,     0.9781,     0.9434, ../../data/cbad-masks/complex/test/gt\StAM_00000144-1.xml, ../../demo/baseline_extraction_output\StAM_00000144-1.xml
    0.8338,     0.0502,     0.0947, ../../data/cbad-masks/complex/test/gt\StAM_00000151.xml, ../../demo/baseline_extraction_output\StAM_00000151.xml
    0.5341,     0.9009,     0.6706, ../../data/cbad-masks/complex/test/gt\StAM_00000162.xml, ../../demo/baseline_extraction_output\StAM_00000162.xml
    0.7155,     0.9044,     0.7989, ../../data/cbad-masks/complex/test/gt\StAM_00000163.xml, ../../demo/baseline_extraction_output\StAM_00000163.xml
    0.8726,     0.9408,     0.9054, ../../data/cbad-masks/complex/test/gt\StAM_00000170.xml, ../../demo/baseline_extraction_output\StAM_00000170.xml
    0.9997,     0.9965,     0.9981, ../../data/cbad-masks/complex/test/gt\StAM_00000173.xml, ../../demo/baseline_extraction_output\StAM_00000173.xml
    0.5835,     0.9149,     0.7126, ../../data/cbad-masks/complex/test/gt\StAM_00000183-1.xml, ../../demo/baseline_extraction_output\StAM_00000183-1.xml
    0.9418,     0.9922,     0.9663, ../../data/cbad-masks/complex/test/gt\StAM_00000214.xml, ../../demo/baseline_extraction_output\StAM_00000214.xml
    0.8645,     0.9387,     0.9001, ../../data/cbad-masks/complex/test/gt\StAM_00000223.xml, ../../demo/baseline_extraction_output\StAM_00000223.xml
    0.8272,     0.9550,     0.8865, ../../data/cbad-masks/complex/test/gt\StAM_00000230.xml, ../../demo/baseline_extraction_output\StAM_00000230.xml
    0.6667,     0.8049,     0.7293, ../../data/cbad-masks/complex/test/gt\StAM_00000238.xml, ../../demo/baseline_extraction_output\StAM_00000238.xml
    0.8268,     0.8754,     0.8504, ../../data/cbad-masks/complex/test/gt\StAM_00000275.xml, ../../demo/baseline_extraction_output\StAM_00000275.xml
    0.8158,     0.9570,     0.8808, ../../data/cbad-masks/complex/test/gt\StAM_00000297.xml, ../../demo/baseline_extraction_output\StAM_00000297.xml
